Year,Type,Original funding cluster,Original funding cluster description,Original part of funding cluster,2020 funding cluster,2020 funding cluster description,Broad field of education,Student enrolments: commencing students,Student enrolments: not commencing students,Award course completions,Study area name,FTE +1yr (%),Overall Empl. +1yr (%),Median starting salary +1yr ($),Part funding cluster,Unit description,Field of education code,Maximum student contribution amounts,Commonwealth contribution amounts
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Earth Sciences,107,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Food Science and Biotechnology,19905,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Forensic Science,19903,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Laboratory Technology,19909,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Natural and Physical Sciences not elsewhere classified,19999,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Other Natural and Physical Sciences,19900,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Pharmacology,19907,"$9,050","$17,971"
2017,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Science, Engineering or surveying",Physics and Astronomy,103,"$9,050","$17,971"
2017,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Natural and Physical Sciences,"30,606","55,140","16,601",Science and Mathematics,64.6,82.9,61,"Dentistry, medicine or veterinary science",Medical Science,19901,"$10,596","$22,809"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Care for the Aged,90507,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Care for the Disabled,90509,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Children’s Services,90503,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Counselling,90513,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Human Welfare Studies and Services,90500,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Human Welfare Studies and Services not elsewhere classified,90599,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Residential Client Care,90511,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Social Work,90501,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Welfare Studies,90515,"$6,349","$10,278"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010",Social Work,73.5,86.5,65.6,Behavioural science or social studies,Youth Work,90505,"$6,349","$10,278"
2017,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"22,704","50,131","11,174",Teacher Education,83.3,93.9,65.5,Education,Curriculum and Education Studies,703,"$6,349","$10,695"
2017,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"22,704","50,131","11,174",Teacher Education,83.3,93.9,65.5,Education,Other Education,799,"$6,349","$10,695"
2017,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"22,704","50,131","11,174",Teacher Education,83.3,93.9,65.5,Education,Teacher Education,701,"$6,349","$10,695"
2017,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce","Food, Hospitality and Personal Services",0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,"Law, accounting, administration, economics, commerce",Food and Hospitality,1101,"$10,596","$2,089"
2017,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce","Food, Hospitality and Personal Services",0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,"Law, accounting, administration, economics, commerce",Personal Services,1103,"$10,596","$2,089"
2017,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,"42,847","91,492","23,664","Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,"Law, accounting, administration, economics, commerce",Tourism,807,"$10,596","$2,089"
2017,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Mixed Field Programmes,0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,"Law, accounting, administration, economics, commerce",General Education Programmes,1201,"$10,596","$2,089"
2017,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Mixed Field Programmes,0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,"Law, accounting, administration, economics, commerce",Other Mixed Field Programmes,1299,"$10,596","$2,089"
2017,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"67,221","131,721","32,010","Tourism, Hospitality, Personal Services, Sport and Recreation",59.6,86.7,53.5,Behavioural science or social studies,Sport and Recreation,921,"$6,349","$10,278"
